,event,trial,side,gender,age,height,weight,fre_side,VR_exp,game_fre,sport_fre,difficulty,enjoyment,fatigue,personality,familiarity,cut_mean,speed_mean,space_mean
551,5,3,right,0,2,1,3,1,1,1,0,1,1,0,0,0,True,True,False
552,1,1,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
553,1,1,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
554,1,2,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
555,1,2,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
556,1,3,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
557,1,3,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
558,2,1,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,False
559,2,1,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,False
560,2,2,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,False
561,2,2,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,False
562,2,3,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,False,False
563,2,3,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,False,False
564,3,1,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,False
565,3,1,right,1,2,1,2,1,1,1,0,1,1,1,1,1,False,False,False
566,3,2,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,False,False
567,3,2,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,False,False
568,3,3,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
569,3,3,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
570,5,1,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
571,5,1,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
572,5,2,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,False,True
573,5,2,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
574,5,3,left,1,2,1,2,1,1,1,0,1,1,1,1,1,True,False,True
575,5,3,right,1,2,1,2,1,1,1,0,1,1,1,1,1,True,True,True
576,1,1,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
577,1,1,right,1,2,1,1,1,0,0,1,1,1,1,0,0,False,True,True
578,1,2,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
579,1,2,right,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
580,1,3,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
581,1,3,right,1,2,1,1,1,0,0,1,1,1,1,0,0,True,False,True
582,2,1,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
583,2,1,right,1,2,1,1,1,0,0,1,1,1,1,0,0,False,True,True
584,2,2,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,False,False
585,2,2,right,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,False
586,2,3,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,False,False
587,2,3,right,1,2,1,1,1,0,0,1,1,1,1,0,0,True,False,False
588,3,1,left,1,2,1,1,1,0,0,1,1,1,1,0,0,False,True,True
589,3,1,right,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
590,3,2,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
591,3,2,right,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
592,3,3,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,False,True
593,3,3,right,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
594,5,1,left,1,2,1,1,1,0,0,1,1,1,1,0,0,False,True,True
595,5,1,right,1,2,1,1,1,0,0,1,1,1,1,0,0,False,True,True
596,5,2,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
597,5,2,right,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
598,5,3,left,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
599,5,3,right,1,2,1,1,1,0,0,1,1,1,1,0,0,True,True,True
600,1,1,left,0,2,3,3,1,1,0,0,1,1,0,1,0,False,True,True
601,1,1,right,0,2,3,3,1,1,0,0,1,1,0,1,0,False,True,True
602,1,2,left,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
603,1,2,right,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
604,1,3,left,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
605,1,3,right,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
606,2,1,left,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,False
607,2,1,right,0,2,3,3,1,1,0,0,1,1,0,1,0,False,True,False
608,2,2,left,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,False
609,2,2,right,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,False
610,2,3,left,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,False
611,2,3,right,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,False
612,3,1,left,0,2,3,3,1,1,0,0,1,1,0,1,0,False,False,True
613,3,1,right,0,2,3,3,1,1,0,0,1,1,0,1,0,False,True,True
614,3,2,left,0,2,3,3,1,1,0,0,1,1,0,1,0,False,True,True
615,3,2,right,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
616,3,3,left,0,2,3,3,1,1,0,0,1,1,0,1,0,False,True,True
617,3,3,right,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
618,5,1,left,0,2,3,3,1,1,0,0,1,1,0,1,0,False,True,True
619,5,1,right,0,2,3,3,1,1,0,0,1,1,0,1,0,False,True,True
620,5,2,left,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
621,5,2,right,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
622,5,3,left,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
623,5,3,right,0,2,3,3,1,1,0,0,1,1,0,1,0,True,True,True
624,1,1,left,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
625,1,1,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,True,False
626,1,2,left,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
627,1,2,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,True,False
628,1,3,left,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
629,1,3,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
630,2,1,left,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
631,2,1,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
632,2,2,left,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
633,2,2,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
634,2,3,left,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
635,2,3,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
636,3,1,left,0,1,2,2,1,1,0,0,1,1,1,0,1,True,True,False
637,3,1,right,0,1,2,2,1,1,0,0,1,1,1,0,1,True,True,False
638,3,2,left,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
639,3,2,right,0,1,2,2,1,1,0,0,1,1,1,0,1,True,True,False
640,3,3,left,0,1,2,2,1,1,0,0,1,1,1,0,1,True,True,False
641,3,3,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,True,False
642,5,1,left,0,1,2,2,1,1,0,0,1,1,1,0,1,True,True,False
643,5,1,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,True,False
644,5,2,left,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
645,5,2,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
646,5,3,left,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
647,5,3,right,0,1,2,2,1,1,0,0,1,1,1,0,1,False,False,False
648,1,1,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,False
649,1,1,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,True,False
650,1,2,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,True
651,1,2,right,0,0,2,2,1,0,1,0,0,0,0,0,0,True,True,True
652,1,3,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,True
653,1,3,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,True,True
654,2,1,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,False
655,2,1,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,True,False
656,2,2,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,False
657,2,2,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,False
658,2,3,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,True
659,2,3,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,True
660,3,1,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,False
661,3,1,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,True,False
662,3,2,left,0,0,2,2,1,0,1,0,0,0,0,0,0,True,False,True
663,3,2,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,True,True
664,3,3,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,True
665,3,3,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,True
666,5,1,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,False
667,5,1,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,True,False
668,5,2,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,False
669,5,2,right,0,0,2,2,1,0,1,0,0,0,0,0,0,True,True,False
670,5,3,left,0,0,2,2,1,0,1,0,0,0,0,0,0,False,False,True
671,5,3,right,0,0,2,2,1,0,1,0,0,0,0,0,0,False,True,True
672,1,1,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
673,1,1,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
674,1,2,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
675,1,2,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
676,1,3,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
677,1,3,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
678,2,1,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
679,2,1,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
680,2,2,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
681,2,2,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
682,2,3,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,False,True
683,2,3,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,False,True
684,3,1,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,False
685,3,1,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,False
686,3,2,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
687,3,2,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
688,3,3,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
689,3,3,right,0,1,2,3,1,0,1,0,1,1,0,0,1,False,True,True
690,5,1,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,False
691,5,1,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,False
692,5,2,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
693,5,2,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,True,True
694,5,3,left,0,1,2,3,1,0,1,0,1,1,0,0,1,True,False,True
695,5,3,right,0,1,2,3,1,0,1,0,1,1,0,0,1,True,False,True
696,1,1,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
697,1,1,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
698,1,2,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
699,1,2,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
700,1,3,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,True
701,1,3,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,True
702,2,1,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
703,2,1,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
704,2,2,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,True
705,2,2,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,True
706,2,3,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,True
707,2,3,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,True
708,3,1,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
709,3,1,right,0,0,3,4,1,0,1,0,1,1,0,1,0,True,True,False
710,3,2,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
711,3,2,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
712,3,3,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,True,True
713,3,3,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,True
714,5,1,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
715,5,1,right,0,0,3,4,1,0,1,0,1,1,0,1,0,True,True,False
716,5,2,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
717,5,2,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,False
718,5,3,left,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,True
719,5,3,right,0,0,3,4,1,0,1,0,1,1,0,1,0,False,False,True
720,1,1,left,0,0,1,1,1,0,1,0,0,1,0,0,1,False,True,True
721,1,1,right,0,0,1,1,1,0,1,0,0,1,0,0,1,False,True,True
722,1,2,left,0,0,1,1,1,0,1,0,0,1,0,0,1,False,False,True
723,1,2,right,0,0,1,1,1,0,1,0,0,1,0,0,1,False,True,True
724,1,3,left,0,0,1,1,1,0,1,0,0,1,0,0,1,True,False,True
725,1,3,right,0,0,1,1,1,0,1,0,0,1,0,0,1,True,True,True
726,2,1,left,0,0,1,1,1,0,1,0,0,1,0,0,1,False,False,False
727,2,1,right,0,0,1,1,1,0,1,0,0,1,0,0,1,False,True,False
728,2,2,left,0,0,1,1,1,0,1,0,0,1,0,0,1,False,False,True
729,2,2,right,0,0,1,1,1,0,1,0,0,1,0,0,1,False,False,True
730,2,3,left,0,0,1,1,1,0,1,0,0,1,0,0,1,True,False,False
731,2,3,right,0,0,1,1,1,0,1,0,0,1,0,0,1,True,False,False
732,3,1,left,0,0,1,1,1,0,1,0,0,1,0,0,1,False,True,False
733,3,1,right,0,0,1,1,1,0,1,0,0,1,0,0,1,False,False,False
734,3,2,left,0,0,1,1,1,0,1,0,0,1,0,0,1,True,True,True
735,3,2,right,0,0,1,1,1,0,1,0,0,1,0,0,1,True,True,True
736,3,3,left,0,0,1,1,1,0,1,0,0,1,0,0,1,True,True,False
737,3,3,right,0,0,1,1,1,0,1,0,0,1,0,0,1,False,False,False
738,5,1,left,0,0,1,1,1,0,1,0,0,1,0,0,1,True,True,False
739,5,1,right,0,0,1,1,1,0,1,0,0,1,0,0,1,False,True,False
740,5,2,left,0,0,1,1,1,0,1,0,0,1,0,0,1,False,False,True
741,5,2,right,0,0,1,1,1,0,1,0,0,1,0,0,1,False,True,True
742,5,3,left,0,0,1,1,1,0,1,0,0,1,0,0,1,True,False,False
743,5,3,right,0,0,1,1,1,0,1,0,0,1,0,0,1,True,False,False
744,1,1,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
745,1,1,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
746,1,2,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
747,1,2,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
748,1,3,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,True
749,1,3,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,True
750,2,1,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
751,2,1,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
752,2,2,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
753,2,2,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
754,2,3,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
755,2,3,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
756,3,1,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
757,3,1,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
758,3,2,left,0,0,3,4,1,0,1,1,1,1,0,0,1,True,False,False
759,3,2,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,True,False
760,3,3,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
761,3,3,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
762,5,1,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
763,5,1,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
764,5,2,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
765,5,2,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
766,5,3,left,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
767,5,3,right,0,0,3,4,1,0,1,1,1,1,0,0,1,False,False,False
768,1,1,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
769,1,1,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
770,1,2,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,True
771,1,2,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,True
772,1,3,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,True
773,1,3,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,False,True
774,2,1,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
775,2,1,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
776,2,2,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,False,False
777,2,2,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,False,False
778,2,3,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,False,False
779,2,3,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
780,3,1,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
781,3,1,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
782,3,2,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
783,3,2,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
784,3,3,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
785,3,3,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,False,False
786,5,1,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
787,5,1,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
788,5,2,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
789,5,2,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
790,5,3,left,0,1,1,2,1,0,0,0,1,0,1,1,1,True,False,False
791,5,3,right,0,1,1,2,1,0,0,0,1,0,1,1,1,True,True,False
792,1,1,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
793,1,1,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
794,1,2,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
795,1,2,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
796,1,3,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
797,1,3,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
798,2,1,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
799,2,1,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
800,2,2,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
801,2,2,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
802,2,3,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
803,2,3,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
804,3,1,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
805,3,1,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
806,3,2,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
807,3,2,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
808,3,3,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
809,3,3,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
810,5,1,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
811,5,1,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
812,5,2,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
813,5,2,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
814,5,3,left,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
815,5,3,right,0,0,2,2,1,1,1,0,1,1,1,0,0,False,False,False
816,1,1,left,0,2,2,4,0,0,1,0,1,0,0,1,0,False,True,False
817,1,1,right,0,2,2,4,0,0,1,0,1,0,0,1,0,False,True,False
818,1,2,left,0,2,2,4,0,0,1,0,1,0,0,1,0,True,True,True
819,1,2,right,0,2,2,4,0,0,1,0,1,0,0,1,0,True,True,True
820,1,3,left,0,2,2,4,0,0,1,0,1,0,0,1,0,True,True,False
821,1,3,right,0,2,2,4,0,0,1,0,1,0,0,1,0,True,True,False
822,2,1,left,0,2,2,4,0,0,1,0,1,0,0,1,0,False,True,False
823,2,1,right,0,2,2,4,0,0,1,0,1,0,0,1,0,False,True,False
824,2,2,left,0,2,2,4,0,0,1,0,1,0,0,1,0,True,True,False
825,2,2,right,0,2,2,4,0,0,1,0,1,0,0,1,0,True,True,False
826,2,3,left,0,2,2,4,0,0,1,0,1,0,0,1,0,True,True,False
